include,title,abstract,doi,literature_id
False,,,https://doi.org/10.7326/0003-4819-130-5-199903020-00002,10068412
True,,,https://doi.org/10.1053/euhj.1998.1311,10082152
False,,,,10085698
True,,,https://doi.org/10.2337/diacare.22.3.463,10097930
False,,,,10178657
False,,,https://doi.org/10.2165/00019053-199813040-00007,10178668
False,,,https://doi.org/10.2165/00003495-199957030-00014,10193691
True,,,https://doi.org/10.1001/jama.281.13.1203,10199430
False,,,https://doi.org/10.1053/euhj.1998.1242,10213347
False,,,https://doi.org/10.1046/j.1464-5491.1999.00025.x,10229308
True,,,https://doi.org/10.2337/diacare.22.5.789,10332683
True,,,https://doi.org/10.2337/diacare.22.1.119,10333912
False,,,https://doi.org/10.2337/diacare.22.2.233,10333939
False,,,https://doi.org/10.2337/diacare.22.2.357,10333958
False,,,https://doi.org/10.1055/s-0031-1300423,10337452
True,,,https://doi.org/10.1001/jama.281.21.2005,10359389
False,,,https://doi.org/10.3143/geriatrics.36.122,10363530
False,,,https://doi.org/10.2337/diacare.22.6.908,10372240
True,,,https://doi.org/10.1007/s002280050613,10379630
True,,,https://doi.org/10.2337/diacare.22.7.1125,10388978
False,,,https://doi.org/10.2165/00003495-199957060-00007,10400405
False,,,https://doi.org/10.1161/01.hyp.34.1.83,10406828
False,,,https://doi.org/10.1054/mehy.1997.0682,10416947
False,,,https://doi.org/10.1016/s0002-8703(99)70121-3,10426848
False,,,https://doi.org/10.2165/00003088-199936060-00002,10427465
False,,,https://doi.org/10.1093/clinchem/45.8.1339,10430816
True,,,https://doi.org/10.1007/s005920050146,10436254
False,,,https://doi.org/10.1007/s005920050151,10436259
True,,,https://doi.org/10.1046/j.1464-5491.1999.00110.x,10445835
True,,,,10454950
False,,,,10465860
False,,,,10466661
False,,,https://doi.org/10.1007/bf03399659,10476312
False,,,https://doi.org/10.2337/diacare.22.8.1262,10480768
False,,,,10483287
False,,,https://doi.org/10.1016/s0006-2952(99)00219-1,10487540
False,,,https://doi.org/10.1172/jci7231,10491414
False,,,https://doi.org/10.2165/00003088-199937020-00001,10496299
False,,,https://doi.org/10.1007/s002280050667,10501822
False,,,https://doi.org/10.1046/j.1365-2125.1999.00030.x,10510156
False,,,https://doi.org/10.1007/bf02944293,10520444
False,,,https://doi.org/10.2337/diacare.22.10.1647,10526729
False,,,https://doi.org/10.1177/204748739900600512,10534139
False,,,https://doi.org/10.1046/j.1464-5491.1999.00170.x,10547208
False,,,https://doi.org/10.1046/j.1464-5491.1999.00171.x,10547209
False,,,,10558125
False,,,,10566126
False,,,https://doi.org/10.1016/s0149-2918(99)80049-6,10566566
False,,,https://doi.org/10.2165/00003495-199958001-00014,10576528
False,,,https://doi.org/10.2337/diacare.22.12.2037,10587839
False,,,https://doi.org/10.1016/s0300-2977(99)00068-6,10593133
False,,,https://doi.org/10.1046/j.1365-2125.1999.00097.x,10594485
False,,,,10605995
False,,,https://doi.org/10.1080/21548331.1999.11443957,10611897
True,,,https://doi.org/10.1177/00912700022008694,10631622
False,,,https://doi.org/10.2165/00002512-199915060-00007,10641958
False,,,,10643211
True,,,https://doi.org/10.1007/s002280050004,10663449
True,,,https://doi.org/10.1177/00912700022008793,10664920
False,,,https://doi.org/10.1016/s0149-2918(00)87983-7,10688395
False,,,https://doi.org/10.1046/j.1464-5491.2000.00224.x,10691158
True,,,https://doi.org/10.1046/j.1365-2125.2000.00162.x,10718777
False,,,,10746009
True,,,https://doi.org/10.1016/s0002-9629(15)40712-8,10746824
False,,,https://doi.org/10.2165/00003495-200059030-00012,10776834
True,,,https://doi.org/10.1046/j.1464-5491.2000.00256.x,10784228
True,,,https://doi.org/10.1177/00912700022009161,10806608
False,,,https://doi.org/10.1177/204748739900600607,10817086
True,,,https://doi.org/10.1136/bmj.320.7246.1373,10818026
False,,,https://doi.org/10.1007/s001250051323,10819233
False,,,https://doi.org/10.2165/00126839-199902020-00001,10820647
False,,,,10823010
True,,,https://doi.org/10.2337/diacare.23.5.675,10834429
True,,,https://doi.org/10.2337/diacare.23.4.518,10857945
True,,,https://doi.org/10.2337/diacare.23.1.1,10857959
True,,,https://doi.org/10.2337/diacare.23.2.202,10868832
True,,,https://doi.org/10.2337/diacare.23.3.349,10868864
True,,,https://doi.org/10.1007/s002280050730,10877006
True,,,https://doi.org/10.1002/clc.4960230713,10894443
False,,,https://doi.org/10.2337/diacare.23.7.979,10895850
False,,,https://doi.org/10.2337/diabetes.49.5.782,10905487
False,,,,10907625
True,,,https://doi.org/10.2165/00003495-200060010-00006,10929931
False,,,,10934787
False,,,https://doi.org/10.2337/diacare.23.8.1130,10937510
False,,,https://doi.org/10.2337/diacare.23.8.1199,10937524
False,,,https://doi.org/10.2337/diabetes.49.9.1608,10969849
True,,,https://doi.org/10.1046/j.1464-5491.2000.00314.x,10972579
False,,,,10975046
True,,,https://doi.org/10.2337/diacare.23.9.1236,10977012
False,,,https://doi.org/10.2165/00003495-200060020-00009,10983737
False,,,,11019600
False,,,https://doi.org/10.2337/diacare.23.10.1461,11023137
True,,,https://doi.org/10.2165/00003495-200060030-00007,11030470
False,,,https://doi.org/10.1254/fpj.116.171,11031747
True,,,https://doi.org/10.1056/nejm200010193431601,11036118
True,,,https://doi.org/10.1056/nejm200010193431608,11036125
True,,,https://doi.org/10.1517/13543784.9.4.885,11060717
False,,,https://doi.org/10.1517/13543784.9.6.1347,11060747
False,,,,11070748
True,,,https://doi.org/10.2337/diacare.23.11.1660,11092289
False,,,,11116534
True,,,https://doi.org/10.2165/00003495-200060050-00001,11129129
True,,,https://doi.org/10.1016/s0733-8627(05)70156-5,11130936
True,,,https://doi.org/10.1046/j.1365-2125.2000.00295.x,11136298
True,,,https://doi.org/10.1046/j.1464-5491.2001.00395.x,11168335
False,,,https://doi.org/10.1177/009127000004001222,11185672
True,,,https://doi.org/10.2337/diacare.24.1.11,11194214
False,,,https://doi.org/10.2337/diacare.24.1.5,11194240
True,,,https://doi.org/10.2337/diacare.24.1.73,11194245
True,,,https://doi.org/10.2165/00002512-200017060-00004,11200307
True,,,https://doi.org/10.1507/endocrj.47.639,11200947
True,,,https://doi.org/10.1007/s002280000214,11214781
False,,,https://doi.org/10.1046/j.1463-1326.2000.00054.x,11220549
True,,,https://doi.org/10.1093/ajhp/58.4.285,11225164
False,,,https://doi.org/10.1046/j.1463-1326.2000.00073.x,11225747
False,,,https://doi.org/10.1046/j.1463-1326.1999.00034.x,11228758
True,,,https://doi.org/10.2165/00002512-200118010-00003,11232737
False,,,https://doi.org/10.1016/s0188-4409(00)00241-1,11257323
False,,,,11273476
False,,,https://doi.org/10.1007/s005920070017,11277315
False,,,https://doi.org/10.2337/diacare.24.3.472,11289470
False,,,https://doi.org/10.2337/diacare.24.3.555,11289484
False,,,https://doi.org/10.1177/009127009803801204,11301562
True,,,https://doi.org/10.1080/003655201750074654,11305519
False,,,https://doi.org/10.2337/diacare.24.4.738,11315840
True,,,https://doi.org/10.2337/diacare.24.4.758,11315844
False,,,https://doi.org/10.2337/diacare.24.4.775,11315848
False,,,https://doi.org/10.1517/14656566.2.4.699,11336617
False,,,,11353879
True,,,https://doi.org/10.2337/diacare.24.6.983,11375357
False,,,,11376359
True,,,https://doi.org/10.1016/s0149-2918(01)80017-5,11394726
False,,,https://doi.org/10.1177/00912700122010483,11402628
False,,,https://doi.org/10.1016/s0140-6736(00)04960-6,11410214
False,,,https://doi.org/10.4158/ep.7.2.135,11421558
True,,,https://doi.org/10.2337/diacare.24.7.1221,11423506
False,,,https://doi.org/10.1016/s0002-9343(01)00713-6,11448655
True,,,https://doi.org/10.1093/ajhp/58.13.1200,11449877
False,,,https://doi.org/10.1007/s005920070006,11450504
False,,,https://doi.org/10.1002/clc.4960240210,11460818
False,,,https://doi.org/10.1089/15209150050194279,11467343
True,,,https://doi.org/10.1046/j.1464-5491.2001.00490.x,11472451
True,,,https://doi.org/10.2337/diabetes.50.8.1778,11473038
True,,,https://doi.org/10.2337/diacare.24.8.1411,11473078
False,,,,11475233
True,,,https://doi.org/10.1089/152091599317143,11475269
False,,,,11496727
False,,,https://doi.org/10.1046/j.1463-1326.2001.00110.x,11520304
False,,,,11525087
False,,,https://doi.org/10.1046/j.1445-5994.2001.00072.x,11529585
False,,,https://doi.org/10.4321/s0212-71992001000700010,11534426
False,,,,11547217
False,,,https://doi.org/10.1046/j.1464-5491.2001.00522.x,11553186
